"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Minnesota"	"27"	"Meeker County, MN"	"27093"	"2014"	"2014"	70	23107	302.9	236.2	382.7	36.2
	"Minnesota"	"27"	"Meeker County, MN"	"27093"	"2015"	"2015"	55	23102	238.1	179.4	309.9	32.1
	"Minnesota"	"27"	"Meeker County, MN"	"27093"	"2016"	"2016"	58	23110	251.0	190.6	324.4	33.0
	"Minnesota"	"27"	"Meeker County, MN"	"27093"	"2017"	"2017"	65	23131	281.0	216.9	358.2	34.9
	"Minnesota"	"27"	"Meeker County, MN"	"27093"	"2018"	"2018"	74	23141	319.8	251.1	401.5	37.2
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2010"	"2010"	72	26097	275.9	215.9	347.4	32.5
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2011"	"2011"	71	25979	273.3	213.4	344.7	32.4
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2012"	"2012"	81	25740	314.7	249.9	391.1	35.0
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2013"	"2013"	84	25833	325.2	259.4	402.6	35.5
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2014"	"2014"	67	25884	258.8	200.6	328.7	31.6
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2015"	"2015"	74	25788	287.0	225.3	360.2	33.4
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2016"	"2016"	79	25866	305.4	241.8	380.6	34.4
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2017"	"2017"	88	25872	340.1	272.8	419.1	36.3
	"Minnesota"	"27"	"Mille Lacs County, MN"	"27095"	"2018"	"2018"	67	26139	256.3	198.6	325.5	31.3
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2010"	"2010"	75	33198	225.9	177.7	283.2	26.1
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2011"	"2011"	64	33229	192.6	148.3	245.9	24.1
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2012"	"2012"	109	33052	329.8	267.9	391.7	31.6
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2013"	"2013"	87	32872	264.7	212.0	326.5	28.4
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2014"	"2014"	107	32810	326.1	264.3	387.9	31.5
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2015"	"2015"	99	32775	302.1	245.5	367.7	30.4
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2016"	"2016"	67	32821	204.1	158.2	259.2	24.9
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2017"	"2017"	80	33064	242.0	191.9	301.1	27.1
	"Minnesota"	"27"	"Morrison County, MN"	"27097"	"2018"	"2018"	85	33169	256.3	204.7	316.9	27.8
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2010"	"2010"	95	39163	242.6	196.3	296.5	24.9
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2011"	"2011"	99	39349	251.6	204.5	306.3	25.3
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2012"	"2012"	109	39372	276.8	224.9	328.8	26.5
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2013"	"2013"	114	39327	289.9	236.7	343.1	27.1
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2014"	"2014"	107	39323	272.1	220.5	323.7	26.3
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2015"	"2015"	107	39116	273.5	221.7	325.4	26.4
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2016"	"2016"	119	39163	303.9	249.3	358.5	27.9
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2017"	"2017"	150	39566	379.1	318.4	439.8	31.0
	"Minnesota"	"27"	"Mower County, MN"	"27099"	"2018"	"2018"	115	40011	287.4	234.9	340.0	26.8
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2010"	"2010"	23	8725	263.6	167.1	395.5	55.0
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2011"	"2011"	36	8630	417.1	292.2	577.5	69.5
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2012"	"2012"	43	8577	501.3	362.8	675.3	76.5
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2013"	"2013"	23	8533	269.5	170.9	404.4	56.2
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2014"	"2014"	27	8470	318.8	210.1	463.8	61.3
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2015"	"2015"	32	8413	380.4	260.2	537.0	67.2
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2016"	"2016"	36	8329	432.2	302.7	598.4	72.0
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2017"	"2017"	31	8346	371.4	252.4	527.2	66.7
	"Minnesota"	"27"	"Murray County, MN"	"27101"	"2018"	"2018"	33	8276	398.7	274.5	560.0	69.4
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2010"	"2010"	57	32727	174.2	131.9	225.7	23.1
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2011"	"2011"	57	32820	173.7	131.5	225.0	23.0
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2012"	"2012"	40	32929	121.5	86.8	165.4	19.2
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2013"	"2013"	63	33032	190.7	146.6	244.0	24.0
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2014"	"2014"	48	33093	145.0	106.9	192.3	20.9
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2015"	"2015"	70	33347	209.9	163.6	265.2	25.1
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2016"	"2016"	64	33575	190.6	146.8	243.4	23.8
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2017"	"2017"	63	33966	185.5	142.5	237.3	23.4
	"Minnesota"	"27"	"Nicollet County, MN"	"27103"	"2018"	"2018"	65	34220	189.9	146.6	242.1	23.6
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2010"	"2010"	43	21378	201.1	145.6	270.9	30.7
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2011"	"2011"	36	21397	168.2	117.8	232.9	28.0
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2012"	"2012"	55	21487	256.0	192.8	333.2	34.5
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2013"	"2013"	56	21617	259.1	195.7	336.4	34.6
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2014"	"2014"	57	21590	264.0	200.0	342.1	35.0
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2015"	"2015"	48	21770	220.5	162.6	292.3	31.8
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2016"	"2016"	60	21848	274.6	209.6	353.5	35.5
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2017"	"2017"	51	21944	232.4	173.0	305.6	32.5
	"Minnesota"	"27"	"Nobles County, MN"	"27105"	"2018"	"2018"	65	21924	296.5	228.8	377.9	36.8
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2010"	"2010"	29	6852	423.2	283.4	607.8	78.6
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2011"	"2011"	20	6869	291.2	177.9	449.7	65.1
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2012"	"2012"	35	6634	527.6	367.5	733.7	89.2
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2013"	"2013"	25	6631	377.0	244.0	556.6	75.4
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2014"	"2014"	20	6639	301.3	184.0	465.3	67.4
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2015"	"2015"	28	6678	419.3	278.6	606.0	79.2
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2016"	"2016"	27	6579	410.4	270.5	597.1	79.0
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2017"	"2017"	29	6597	439.6	294.4	631.3	81.6
	"Minnesota"	"27"	"Norman County, MN"	"27107"	"2018"	"2018"	25	6475	386.1	249.9	570.0	77.2
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2010"	"2010"	226	144248	156.7	136.2	177.1	10.4
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2011"	"2011"	240	145769	164.6	143.8	185.5	10.6
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2012"	"2012"	264	147066	179.5	157.9	201.2	11.0
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2013"	"2013"	279	149226	187.0	165.0	208.9	11.2
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2014"	"2014"	288	150287	191.6	169.5	213.8	11.3
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2015"	"2015"	322	151436	212.6	189.4	235.9	11.8
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2016"	"2016"	296	153102	193.3	171.3	215.4	11.2
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2017"	"2017"	309	154930	199.4	177.2	221.7	11.3
	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"2018"	"2018"	326	156277	208.6	186.0	231.2	11.6
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2010"	"2010"	223	57303	389.2	338.1	440.2	26.1
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2011"	"2011"	210	57252	366.8	317.2	416.4	25.3
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2012"	"2012"	203	57288	354.3	305.6	403.1	24.9
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2013"	"2013"	201	57581	349.1	300.8	397.3	24.6
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2014"	"2014"	206	57635	357.4	308.6	406.2	24.9
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2015"	"2015"	215	57716	372.5	322.7	422.3	25.4
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2016"	"2016"	201	58085	346.0	298.2	393.9	24.4
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2017"	"2017"	197	58345	337.6	290.5	384.8	24.1
	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"2018"	"2018"	221	58812	375.8	326.2	425.3	25.3
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2010"	"2010"	38	13930	272.8	193.0	374.4	44.3
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2011"	"2011"	39	14072	277.1	197.1	378.9	44.4
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2012"	"2012"	47	14074	333.9	245.4	444.1	48.7
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2013"	"2013"	29	14118	205.4	137.6	295.0	38.1
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2014"	"2014"	31	14058	220.5	149.8	313.0	39.6
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2015"	"2015"	36	14219	253.2	177.3	350.5	42.2
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2016"	"2016"	44	14235	309.1	224.6	414.9	46.6
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2017"	"2017"	44	14238	309.0	224.5	414.9	46.6
	"Minnesota"	"27"	"Pennington County, MN"	"27113"	"2018"	"2018"	50	14178	352.7	261.8	464.9	49.9
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2010"	"2010"	75	29750	252.1	198.3	316.0	29.1
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2011"	"2011"	71	29604	239.8	187.3	302.5	28.5
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2012"	"2012"	63	29218	215.6	165.7	275.9	27.2
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2013"	"2013"	54	29104	185.5	139.4	242.1	25.2
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2014"	"2014"	78	29095	268.1	211.9	334.6	30.4
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2015"	"2015"	74	29069	254.6	199.9	319.6	29.6
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2016"	"2016"	83	28874	287.5	229.0	356.3	31.6
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2017"	"2017"	66	29203	226.0	174.8	287.5	27.8
	"Minnesota"	"27"	"Pine County, MN"	"27115"	"2018"	"2018"	73	29483	247.6	194.1	311.3	29.0
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2010"	"2010"	29	9596	302.2	202.4	434.0	56.1
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2011"	"2011"	25	9501	263.1	170.3	388.4	52.6
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2012"	"2012"	34	9345	363.8	252.0	508.4	62.4
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2013"	"2013"	21	9270	226.5	140.2	346.3	49.4
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2014"	"2014"	28	9281	301.7	200.5	436.0	57.0
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2015"	"2015"	28	9271	302.0	200.7	436.5	57.1
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2016"	"2016"	37	9202	402.1	283.1	554.2	66.1
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2017"	"2017"	44	9087	484.2	351.8	650.0	73.0
	"Minnesota"	"27"	"Pipestone County, MN"	"27117"	"2018"	"2018"	33	9047	364.8	251.1	512.3	63.5
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2010"	"2010"	94	31600	297.5	240.4	364.0	30.7
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2011"	"2011"	112	31456	356.1	290.1	422.0	33.6
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2012"	"2012"	109	31416	347.0	281.8	412.1	33.2
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2013"	"2013"	103	31569	326.3	263.3	389.3	32.1
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2014"	"2014"	92	31704	290.2	233.9	355.9	30.3
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2015"	"2015"	105	31533	333.0	269.3	396.7	32.5
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2016"	"2016"	95	31660	300.1	242.8	366.8	30.8
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2017"	"2017"	92	31619	291.0	234.6	356.8	30.3
	"Minnesota"	"27"	"Polk County, MN"	"27119"	"2018"	"2018"	108	31529	342.5	277.9	407.1	33.0
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2010"	"2010"	40	10995	363.8	259.9	495.4	57.5
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2011"	"2011"	43	10894	394.7	285.7	531.7	60.2
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2012"	"2012"	45	10892	413.1	301.4	552.8	61.6
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2013"	"2013"	35	10932	320.2	223.0	445.3	54.1
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2014"	"2014"	56	10984	509.8	385.1	662.1	68.1
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2015"	"2015"	49	11041	443.8	328.3	586.7	63.4
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2016"	"2016"	46	11049	416.3	304.8	555.3	61.4
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2017"	"2017"	36	10970	328.2	229.8	454.3	54.7
	"Minnesota"	"27"	"Pope County, MN"	"27121"	"2018"	"2018"	47	11097	423.5	311.2	563.2	61.8
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2010"	"2010"	915	508640	179.9	168.2	191.5	5.9
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2011"	"2011"	938	514696	182.2	170.6	193.9	6.0
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2012"	"2012"	974	520152	187.3	175.5	199.0	6.0
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2013"	"2013"	994	526714	188.7	177.0	200.4	6.0
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2014"	"2014"	980	532655	184.0	172.5	195.5	5.9
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2015"	"2015"	1050	538133	195.1	183.3	206.9	6.0
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2016"	"2016"	1013	540649	187.4	175.8	198.9	5.9
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2017"	"2017"	1049	547974	191.4	179.8	203.0	5.9
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"2018"	"2018"	1145	550210	208.1	196.0	220.2	6.1
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2010"	"2010"	17	4089	Unreliable	242.2	665.7	100.8
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2011"	"2011"	10	4105	Unreliable	116.8	448.0	77.0
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2012"	"2012"	12	4087	Unreliable	151.7	512.9	84.8
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2013"	"2013"	18	4057	Unreliable	262.9	701.2	104.6
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2014"	"2014"	Suppressed	4043	Suppressed	Suppressed	Suppressed	Suppressed
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2015"	"2015"	10	4055	Unreliable	118.3	453.5	78.0
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2016"	"2016"	Suppressed	4007	Suppressed	Suppressed	Suppressed	Suppressed
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2017"	"2017"	Suppressed	4030	Suppressed	Suppressed	Suppressed	Suppressed
	"Minnesota"	"27"	"Red Lake County, MN"	"27125"	"2018"	"2018"	11	3999	Unreliable	137.3	492.2	82.9
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2010"	"2010"	55	16059	342.5	258.0	445.8	46.2
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2011"	"2011"	56	15972	350.6	264.8	455.3	46.9
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2012"	"2012"	65	15847	410.2	316.6	522.8	50.9
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2013"	"2013"	47	15744	298.5	219.3	397.0	43.5
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2014"	"2014"	56	15515	360.9	272.7	468.7	48.2
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2015"	"2015"	50	15471	323.2	239.9	426.1	45.7
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2016"	"2016"	61	15263	399.7	305.7	513.4	51.2
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2017"	"2017"	69	15272	451.8	351.5	571.8	54.4
	"Minnesota"	"27"	"Redwood County, MN"	"27127"	"2018"	"2018"	51	15249	334.4	249.0	439.7	46.8
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2010"	"2010"	62	15730	394.2	302.2	505.3	50.1
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2011"	"2011"	50	15500	322.6	239.4	425.3	45.6
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2012"	"2012"	64	15369	416.4	320.7	531.8	52.1
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2013"	"2013"	65	15166	428.6	330.8	546.3	53.2
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2014"	"2014"	44	15025	292.8	212.8	393.1	44.1
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2015"	"2015"	61	14892	409.6	313.3	526.2	52.4
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2016"	"2016"	54	14660	368.3	276.7	480.6	50.1
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2017"	"2017"	50	14645	341.4	253.4	450.1	48.3
	"Minnesota"	"27"	"Renville County, MN"	"27129"	"2018"	"2018"	43	14612	294.3	213.0	396.4	44.9
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2010"	"2010"	116	64142	180.8	147.9	213.8	16.8
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2011"	"2011"	113	64409	175.4	143.1	207.8	16.5
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2012"	"2012"	136	64854	209.7	174.5	244.9	18.0
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2013"	"2013"	136	65049	209.1	173.9	244.2	17.9
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2014"	"2014"	113	65151	173.4	141.5	205.4	16.3
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2015"	"2015"	106	65400	162.1	131.2	192.9	15.7
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2016"	"2016"	136	65622	207.2	172.4	242.1	17.8
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2017"	"2017"	162	65968	245.6	207.8	283.4	19.3
	"Minnesota"	"27"	"Rice County, MN"	"27131"	"2018"	"2018"	118	66523	177.4	145.4	209.4	16.3
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2010"	"2010"	43	9687	443.9	321.2	597.9	67.7
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2011"	"2011"	38	9614	395.3	279.7	542.5	64.1
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2012"	"2012"	38	9553	397.8	281.5	546.0	64.5
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2013"	"2013"	34	9520	357.1	247.3	499.1	61.2
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2014"	"2014"	32	9553	335.0	229.1	472.9	59.2
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2015"	"2015"	29	9600	302.1	202.3	433.8	56.1
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2016"	"2016"	41	9564	428.7	307.6	581.6	67.0
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2017"	"2017"	39	9490	411.0	292.2	561.8	65.8
	"Minnesota"	"27"	"Rock County, MN"	"27133"	"2018"	"2018"	32	9414	339.9	232.5	479.9	60.1
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2010"	"2010"	41	15629	262.3	188.3	355.9	41.0
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2011"	"2011"	46	15540	296.0	216.7	394.8	43.6
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2012"	"2012"	35	15476	226.2	157.5	314.5	38.2
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2013"	"2013"	47	15520	302.8	222.5	402.7	44.2
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2014"	"2014"	38	15679	242.4	171.5	332.7	39.3
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2015"	"2015"	50	15770	317.1	235.3	418.0	44.8
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2016"	"2016"	40	15626	256.0	182.9	348.6	40.5
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2017"	"2017"	48	15327	313.2	230.9	415.2	45.2
	"Minnesota"	"27"	"Roseau County, MN"	"27135"	"2018"	"2018"	40	15150	264.0	188.6	359.5	41.7
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2010"	"2010"	611	200226	305.2	281.0	329.4	12.3
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2011"	"2011"	551	200255	275.1	252.2	298.1	11.7
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2012"	"2012"	595	200319	297.0	273.2	320.9	12.2
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2013"	"2013"	559	200540	278.7	255.6	301.9	11.8
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2014"	"2014"	552	200949	274.7	251.8	297.6	11.7
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2015"	"2015"	517	200431	257.9	235.7	280.2	11.3
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2016"	"2016"	531	199980	265.5	242.9	288.1	11.5
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2017"	"2017"	542	200000	271.0	248.2	293.8	11.6
	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"2018"	"2018"	578	199754	289.4	265.8	312.9	12.0
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2010"	"2010"	132	129928	101.6	84.3	118.9	8.8
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2011"	"2011"	145	132556	109.4	91.6	127.2	9.1
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2012"	"2012"	128	135152	94.7	78.3	111.1	8.4
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2013"	"2013"	151	137232	110.0	92.5	127.6	9.0
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2014"	"2014"	168	139672	120.3	102.1	138.5	9.3
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2015"	"2015"	174	141660	122.8	104.6	141.1	9.3
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2016"	"2016"	171	143680	119.0	101.2	136.9	9.1
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2017"	"2017"	184	145827	126.2	107.9	144.4	9.3
	"Minnesota"	"27"	"Scott County, MN"	"27139"	"2018"	"2018"	169	147381	114.7	97.4	132.0	8.8
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2010"	"2010"	111	88499	125.4	102.1	148.8	11.9
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2011"	"2011"	108	89319	120.9	98.1	143.7	11.6
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2012"	"2012"	109	89455	121.8	99.0	144.7	11.7
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2013"	"2013"	112	90158	124.2	101.2	147.2	11.7
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2014"	"2014"	112	91126	122.9	100.1	145.7	11.6
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2015"	"2015"	113	91705	123.2	100.5	145.9	11.6
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2016"	"2016"	118	93528	126.2	103.4	148.9	11.6
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2017"	"2017"	125	94570	132.2	109.0	155.3	11.8
	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"2018"	"2018"	119	96036	123.9	101.6	146.2	11.4
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2010"	"2010"	53	15226	348.1	260.7	455.3	47.8
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2011"	"2011"	61	15169	402.1	307.6	516.6	51.5
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2012"	"2012"	42	15123	277.7	200.2	375.4	42.9
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2013"	"2013"	45	15072	298.6	217.8	399.5	44.5
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2014"	"2014"	52	14918	348.6	260.3	457.1	48.3
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2015"	"2015"	41	14875	275.6	197.8	373.9	43.0
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2016"	"2016"	48	14827	323.7	238.7	429.2	46.7
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2017"	"2017"	34	14869	228.7	158.4	319.5	39.2
	"Minnesota"	"27"	"Sibley County, MN"	"27143"	"2018"	"2018"	35	15028	232.9	162.2	323.9	39.4
